"","Species","Area","Units","Country","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006"
"9111","CRR","27.2.a.2","TLW","GB",0,0,0,0,0,0,0,0.7,0.4,0.01,0,0
"9112","CRU","27.2.a.2","TLW","NO",0,0,0,0,0,0,0,27,0,0,0,0
"9113","CTL","27.2.a.2","TLW","NO",0.02,0,0,0,0,0,0,0,0,0,0,0
"9114","DAB","27.2.a.2","TLW","DE",0,0,0.27,0,0,0,0,0,0,0,0,0
"9115","DAB","27.2.a.2","TLW","DK",0,0,0,0,0,0,0,0,0,0,0.01,0
"9116","DAB","27.2.a.2","TLW","GB",0,0,0,0.01,0,0,0,0,0,0,0,0
"9117","DAB","27.2.a.2","TLW","NO",0.94,4.33,0.6,1.92,0.58,0.4,0.13,0,0,0,0,0
"9118","DGH","27.2.a.2","TLW","NO",0.03,0,0.02,0,0,0,0,0,0,0,0,0
"9119","DGS","27.2.a.2","TLW","DK",10,0,0,0,0,0,0,0,0,0,0.01,0
"9120","DGS","27.2.a.2","TLW","GB",0,0,0,0,0,0,0,0,0,0,0.1,0
"9121","DGS","27.2.a.2","TLW","NO",127.24,150.15,104.94,121.84,73.91,130.3,92.42,189.57,230,0,0,0
"9122","DGX","27.2.a.2","TLW","DE",0.94,0,0,0,0,0,0,0,0,0,0,0
"9123","DPS","27.2.a.2","TLW","ES",0,0,0,0,0.04,0,0,0,0,0,0,0
"9124","DPX","27.2.a.2","TLW","ES",0.14,0.06,0,0,0,0,0,0,0,0,0,0
"9125","ECH","27.2.a.2","TLW","NO",0,0,2.36,0,0,0,1.03,0,0,0,0,0
"9126","ELE","27.2.a.2","TLW","DK",0,0,0,0,0,0,0,0,0,0,0.01,0
"9127","ELE","27.2.a.2","TLW","NO",0,0,0,0,0,0.02,0,0.04,0.01,0,0,0
"9128","ENX","27.2.a.2","TLW","NO",0,0,0,0.29,0,0,0,0,0,0,0,0
"9129","ETX","27.2.a.2","TLW","NO",5.38,1.85,1.37,1.08,3.23,12,3.63,8.76,0,0,0,0
"9130","FIN","27.2.a.2","TLW","DK",0,0,0,0,0,0,0,0,0,0,0,19
"9131","FIN","27.2.a.2","TLW","ES",0.9,0.14,0,0,0,0,0,0,0,0,0,0
"9132","FLE","27.2.a.2","TLW","GL",0,0.2,0,0,0,0,0,0,0,0,0,0
"9133","FLE","27.2.a.2","TLW","NL",0,0.1,0,0,0,0,0,0,0,0,0,0
"9134","FLE","27.2.a.2","TLW","NO",0.4,0,0,0,0.21,0.15,0,0,0,0,0,0
"9135","FLW","27.2.a.2","TLW","FR",0.24,0,0,0,0,0,0,0,0,0,0,0
"9136","GAD","27.2.a.2","TLW","ES",8.23,43.11,0.11,1.63,0,0,0,0,0,0,0,0
"9137","GAG","27.2.a.2","TLW","NO",0,0,0.01,0,0.01,0,0,0,0,0,0,0
"9138","GDG","27.2.a.2","TLW","NO",40.5,158.15,0,0,0,0,0,0,0,0,0,0
"9139","GFB","27.2.a.2","TLW","DE",0.01,0,0,0,0,0,0,0,0,0,0,0
"9140","GFB","27.2.a.2","TLW","FR",0.73,0.29,0,0,0,0,0,0,0,0,0,0
"9141","GFB","27.2.a.2","TLW","GB",0.52,0.19,1.01,0.3,0.18,0,0,0,0.1,1,0.8,0
"9142","GFB","27.2.a.2","TLW","NO",74.18,184.53,114.87,91.53,80.2,99.94,106.49,126.75,74,0,0,0
"9143","GHL","27.2.a.2","TLW","DE",0,0,1.74,0,0,0,0,0,0,0,0,0
"9144","GHL","27.2.a.2","TLW","ES",0,0,0,0,0,0.27,0,0,0,0,0,0
"9145","GHL","27.2.a.2","TLW","FR",160.54,215.76,0,0,0,0,0,0,0,0,0,0
"9146","GHL","27.2.a.2","TLW","GB",16.41,18.57,79.05,184.17,75.23,13.9,3.9,21.8,60.3,16,9.8,0
"9147","GHL","27.2.a.2","TLW","GL",20.7,14.3,0,1,22,12,4,0,0,0,0,0
"9148","GHL","27.2.a.2","TLW","IS",2,37,51,48,6,6,0,0,0,0,0,0
"9149","GHL","27.2.a.2","TLW","NO",9951.2,10073.83,8128.95,8640.24,7327.25,7934.28,6500.96,6426.37,6146,0,0,0
"9150","GHL","27.2.a.2","TLW","PL",0.39,6.12,0.04,0,0,0,0,0,0,0,0,0
"9151","GHL","27.2.a.2","TLW","PT",6.68,6.03,0.7,0,2.47,0.04,0.14,0,0,0,0,0
"9152","GHL","27.2.a.2","TLW","RU",1852,0,0,0,0,0,0,0,0,0,0,0
"9153","GRO","27.2.a.2","TLW","ES",0.29,7.9,0,0,0.17,0,0,0,0,0,0,0
"9154","GRO","27.2.a.2","TLW","GB",0,0,0,0,0,0,15.4,6.9,0,30.01,7,0
"9155","GSK","27.2.a.2","TLW","IS",0,0,0,0,0,1,0,0,0,0,0,0
"9156","GUG","27.2.a.2","TLW","DK",0,0,0,0,0,0,0,1.3,0,0,0,0
"9157","GUG","27.2.a.2","TLW","NO",0.11,0,0.02,0.05,0.16,0.22,0.28,0.32,0,0,0,0
"9158","HAD","27.2.a.2","TLW","DE",114.4,0,51.74,0,0,0,0,0,0,0,0,0
"9159","HAD","27.2.a.2","TLW","DK",0,0,0,0,2.36,0.16,0,0,0,0,11,0
"9160","HAD","27.2.a.2","TLW","ES",0.29,0,0.93,46.9,9.53,0,0,0,0,0,0,0
"9161","HAD","27.2.a.2","TLW","FR",36.52,79.54,0,0,0,0,0,0,0,0,0,0
"9162","HAD","27.2.a.2","TLW","GB",136.34,108.46,166.31,125.08,103.29,335.3,266,330.3,493.8,814,1168.3,0
"9163","HAD","27.2.a.2","TLW","GL",897.8,804.4,787.3,956,1541,2541,1920,0,0,0,0,0
"9164","HAD","27.2.a.2","TLW","IE",0,0,0.04,0,0,7.44,0,0,0,0,0,0
"9165","HAD","27.2.a.2","TLW","IS",256,1317,1795,2220,1754,865,0,0,0,0,0,0
"9166","HAD","27.2.a.2","TLW","NO",54128.29,60260.13,38901.57,36669.04,41756.69,64748.36,65551.73,60442.55,42842,0,0,0
"9167","HAD","27.2.a.2","TLW","PL",200.79,84.7,151.63,0,0,0,0,0,0,0,0,0
"9168","HAD","27.2.a.2","TLW","PT",58.24,36.07,20.15,18.37,34.55,23.09,43.11,0,0,0,0,0
"9169","HAD","27.2.a.2","TLW","RU",22331,0,0,0,0,0,0,0,0,0,0,0
"9170","HAL","27.2.a.2","TLW","DE",2.03,0,0.81,0,0,0,0,0,0,0,0,0
"9171","HAL","27.2.a.2","TLW","ES",0,0,1.14,0,0.13,1.74,0,0,0,0,0,0
"9172","HAL","27.2.a.2","TLW","FR",0.78,0.33,0,0,0,0,0,0,0,0,0,0
"9173","HAL","27.2.a.2","TLW","GB",3.63,1.49,1.58,0.46,0.61,1.2,1.1,4.3,2.7,7.01,2,0
"9174","HAL","27.2.a.2","TLW","GL",2.4,0.7,0.6,3,1,8,5,0,0,0,0,0
"9175","HAL","27.2.a.2","TLW","IS",0,6,4,3,1,0,0,0,0,0,0,0
"9176","HAL","27.2.a.2","TLW","NO",2359.69,2529.88,2111.66,2013.5,1641.7,1802.23,1633.35,1614.77,1316,0,0,0
"9177","HAL","27.2.a.2","TLW","PL",1.66,2.88,4,0,0,0,0,0,0,0,0,0
"9178","HAL","27.2.a.2","TLW","PT",2.44,1.77,0.88,1.07,0.82,0.87,0.65,0,0,0,0,0
"9179","HER","27.2.a.2","TLW","DE",557.89,0,1113.52,0,0,0,0,0,0,0,0,0
"9180","HER","27.2.a.2","TLW","DK",14021,10165.71,662.78,2105.5,17159.58,21753.83,26740.01,26791.9,32321,31128,22912,18449
"9181","HER","27.2.a.2","TLW","GB",4390.5,4009.12,36.02,4233.34,8342.15,12310.4,14045.4,24151.2,25476.7,19737,16160,0
"9182","HER","27.2.a.2","TLW","GL",2500,2350,2058,2022,2070,1950,2710,0,0,0,0,0
"9183","HER","27.2.a.2","TLW","IE",2315.76,519.33,400.46,0,3593.58,4801.77,0,0,0,0,0,0
"9184","HER","27.2.a.2","TLW","IS",5238,49614,39534,2573,6910,33584,0,0,0,0,0,0
"9185","HER","27.2.a.2","TLW","NL",581.64,1316.3,3713.3,6156.2,2200,1138,6761,15159,0,0,0,0
"9186","HER","27.2.a.2","TLW","NO",230812.67,185142.6,174114.4,253550.39,320687.88,465810.15,513229.41,804636.33,917832,0,0,0
"9187","HER","27.2.a.2","TLW","PL",0.73,0,0,0,0,0,0,0,0,0,0,0
"9188","HER","27.2.a.2","TLW","RU",29817,0,0,0,0,0,0,0,0,0,0,0
"9189","HER","27.2.a.2","TLW","SE",438.74,0,0,0,23,705,0,0,0,0,0,0
"9190","HKE","27.2.a.2","TLW","DE",7.2,0,0.01,0,0,0,0,0,0,0,0,0
"9191","HKE","27.2.a.2","TLW","DK",0,0,0,0,0,0,0,0,0,0,4,0
"9192","HKE","27.2.a.2","TLW","FR",28.8,20.51,0,0,0,0,0,0,0,0,0,0
"9193","HKE","27.2.a.2","TLW","GB",5.96,0.24,7.16,1.17,1.81,5.2,2.8,0.2,0,0.01,0.1,0
"9194","HKE","27.2.a.2","TLW","NO",1105.39,863.32,853.27,1051.87,848.83,859.28,623.74,613.24,577,0,0,0
"9195","HKE","27.2.a.2","TLW","PL",3.12,2.77,5.88,0,0,0,0,0,0,0,0,0
"9196","HKW","27.2.a.2","TLW","NO",0.12,2.16,0.2,0.15,0,0,0,0,0.01,0,0,0
"9197","HKW","27.2.a.2","TLW","PT",0,0,0,0,0.16,0,0,0,0,0,0,0
"9198","HOM","27.2.a.2","TLW","NL",0,0.1,0,56.8,0,0,0,0,0,0,0,0
"9199","HOM","27.2.a.2","TLW","NO",5.65,46.19,9.26,302.53,29.92,66.06,298.07,1363.87,1848,0,0,0
"9200","JAX","27.2.a.2","TLW","GB",0,0,0.06,0,0,0,0,0,0,0,0,0
"9201","JCM","27.2.a.2","TLW","NO",760.46,649.89,519.21,283.85,116.75,133.1,0,0,0,0,0,0
"9202","KCD","27.2.a.2","TLW","NO",149.34,368.61,852.17,343.57,314.59,175.16,282.69,385.77,0,0,0,0
"9203","KCS","27.2.a.2","TLW","NO",0,0,0,0,0,0,0,386,226,0,0,0
"9204","KCT","27.2.a.2","TLW","NO",0,0,0,0,0,0,0.65,0,0,0,0,0
"9205","LBE","27.2.a.2","TLW","GB",0,0,0,0.04,0,0,0,0,0,0,0,0
"9206","LBE","27.2.a.2","TLW","NO",18.06,21.11,16.7,22.13,21.64,25.96,18.78,17.66,16,0,0,0
"9207","LEM","27.2.a.2","TLW","DK",0,0,0,0,0,0,0,0,0,0,0.01,0
"9208","LEM","27.2.a.2","TLW","GB",0.01,0,0,0.18,0.02,0.1,0.1,0,0,0.01,0.11,0
"9209","LEM","27.2.a.2","TLW","NO",9.83,13.44,6.5,6.84,8.25,8.6,8.44,11.48,10,0,0,0
"9210","LEZ","27.2.a.2","TLW","FR",2.68,0.64,0,0,0,0,0,0,0,0,0,0
"9211","LEZ","27.2.a.2","TLW","GB",0.16,0.42,0.46,0.57,0.85,0.7,0.7,0.3,0.5,0.02,0,0
"9212","LIN","27.2.a.2","TLW","DE",6.43,0,3.75,0,0,0,0,0,0,0,0,0
"9213","LIN","27.2.a.2","TLW","DK",0,0,0,0,0,0,0,0,0,0,0.01,0
"9214","LIN","27.2.a.2","TLW","FR",14.82,11.1,0,0,0,0,0,0,0,0,0,0
"9215","LIN","27.2.a.2","TLW","GB",3.14,5.19,3.59,0.49,0.64,6.7,0.5,2.3,0.1,2,7.1,0
"9216","LIN","27.2.a.2","TLW","GL",4.1,8.8,1.7,0,1,5,1,0,0,0,0,0
"9217","LIN","27.2.a.2","TLW","IS",0,8,5,7,5,3,0,0,0,0,0,0
"9218","LIN","27.2.a.2","TLW","NO",7678.95,8525.85,8218.63,9244.62,8676.62,8335.13,9763.43,10318.25,8042,0,0,0
"9219","LIN","27.2.a.2","TLW","PL",5.64,6.1,2.86,0,0,0,0,0,0,0,0,0
"9220","LIN","27.2.a.2","TLW","RU",150,0,0,0,0,0,0,0,0,0,0,0
"9221","LIO","27.2.a.2","TLW","GB",0,0,0,0.1,0,0,0,0,0,0,0,0
"9222","LUM","27.2.a.2","TLW","DE",0.16,0,0.43,0,0,0,0,0,0,0,0,0
"9223","LUM","27.2.a.2","TLW","GB",0,0,0.13,0,0,0,0,0,0,0,0,0
"9224","LUM","27.2.a.2","TLW","GL",0,0.6,0,0,0,0,0,0,0,0,0,0
"9225","LUM","27.2.a.2","TLW","NO",643.41,437.11,350.19,92.2,919.07,825.56,900.6,1734.55,2106,0,0,0
"9226","MAC","27.2.a.2","TLW","DE",3094.52,0,2183.61,0,0,0,0,0,0,0,0,0
"9227","MAC","27.2.a.2","TLW","DK",2,0.51,4318.9,2343.69,391.4,0,268.62,4844.6,0,0,0,0
"9228","MAC","27.2.a.2","TLW","GB",3021.93,4374.25,5806.81,5533.92,2.24,0,0,0,0,4,0,0
"9229","MAC","27.2.a.2","TLW","GL",156.4,30,0,0,0,0,0,0,0,0,0,0
"9230","MAC","27.2.a.2","TLW","IE",0,0,4.01,1725.05,0,0,0,0,0,0,0,0
"9231","MAC","27.2.a.2","TLW","IS",61063,11299,19507,3839,5685,12685,0,0,0,0,0,0
"9232","MAC","27.2.a.2","TLW","LT",0,806.01,0,1082.34,0,0,0,0,0,0,0,0
"9233","MAC","27.2.a.2","TLW","NL",2701.56,6761.2,1167.6,5513.5,0,0,173,8,0,0,0,0
"9234","MAC","27.2.a.2","TLW","NO",149918.9,152993.23,204375.2,179128.8,33741.19,110824.37,43157.36,104858.71,3038,0,0,0
"9235","MAC","27.2.a.2","TLW","RU",14467,0,0,0,0,0,0,0,0,0,0,0
"9236","MAC","27.2.a.2","TLW","SE",1793.68,736.84,750.51,3310,825,4.1,0,0,0,0,0,0
"9237","MEG","27.2.a.2","TLW","GB",0,0,0,0,0,0,0,0,0,0,5.8,0
"9238","MEG","27.2.a.2","TLW","NO",0.15,0,0,0,0,0,0,0,0,0,0,0
"9239","MOD","27.2.a.2","TLW","NO",0,0.02,0,0,0,0,0,0,0.01,0,0,0
"9240","MOL","27.2.a.2","TLW","NO",0,31.73,0,0,0,0.49,10,1,0.01,0,0,0
"9241","MON","27.2.a.2","TLW","DE",0.46,0,0,0,0,0,0,0,0,0,0,0
"9242","MON","27.2.a.2","TLW","DK",0,0,0,0,0,0,0,0,0,0,0.01,0
"9243","MON","27.2.a.2","TLW","GB",0,0,0,0,0,0,0,0,0,0,114.1,0
"9244","MON","27.2.a.2","TLW","GL",0,0,0,0,0,1,0,0,0,0,0,0
"9245","MON","27.2.a.2","TLW","NO",1470.44,1353.35,929.15,1648.52,2965.43,3737.69,5005.06,5367.82,4289,0,0,0
"9246","MON","27.2.a.2","TLW","PT",0,0,0,0,0,0,0.02,0,0,0,0,0
"9247","MOR","27.2.a.2","TLW","NO",0,0,0.43,0,0.06,0.04,0.2,0.04,0,0,0,0
"9248","MUS","27.2.a.2","TLW","NO",182.94,0,0,0,0,0,0,0,0,0,0,0
"9249","MZZ","27.2.a.2","TLW","DK",0,0,0,0,16.89,0,0,0,0,0,1,0
"9250","MZZ","27.2.a.2","TLW","FR",0,0.07,0,0,0,0,0,0,0,0,0,0
"9251","MZZ","27.2.a.2","TLW","NL",0,0,0,0,0,0,0,14,0,0,0,0
"9252","MZZ","27.2.a.2","TLW","NO",12.55,11.82,4.98,8.29,15.23,6.74,6.22,8.58,48,0,0,0
"9253","NEP","27.2.a.2","TLW","NO",95.87,77.24,46.61,46.36,71.45,63.86,59.07,42.63,49,0,0,0
"9254","NOP","27.2.a.2","TLW","DK",0,0,0,0,0,0,0.11,0,8.5,0,0,0
"9255","NOP","27.2.a.2","TLW","NO",45,303.59,0.58,0.76,0,7.56,0,28.78,42,0,0,0
"9256","PEL","27.2.a.2","TLW","GB",0,0,0,0,0,0,0,0,0,35,0,0
"9257","PER","27.2.a.2","TLW","NO",56.43,64.77,19.35,8.18,12.46,16.58,11.05,1.13,0,0,0,0
"9258","PIL","27.2.a.2","TLW","NO",0,0,0,0.4,0,0,0,0,0,0,0,0
"9259","PLA","27.2.a.2","TLW","DE",0.5,0,0.28,0,0,0,0,0,0,0,0,0
"9260","PLA","27.2.a.2","TLW","ES",0.04,0,0.03,0,0.02,0,0,0,0,0,0,0
"9261","PLA","27.2.a.2","TLW","FR",0.04,0,0,0,0,0,0,0,0,0,0,0
"9262","PLA","27.2.a.2","TLW","GB",0.13,0.08,0.03,0,0,0,0,0,0,0,0,0
"9263","PLA","27.2.a.2","TLW","GL",1,0.7,0,0,0,0,0,0,0,0,0,0
"9264","PLA","27.2.a.2","TLW","IS",0,0,86,0,0,0,0,0,0,0,0,0
"9265","PLA","27.2.a.2","TLW","NO",2,1.3,0.12,2.29,2.88,4,3.64,9.79,0,0,0,0
"9266","PLA","27.2.a.2","TLW","PL",0,0.03,0,0,0,0,0,0,0,0,0,0
"9267","PLA","27.2.a.2","TLW","PT",0,0,0,0,0.06,0,0,0,0,0,0,0
"9268","PLA","27.2.a.2","TLW","RU",7,0,0,0,0,0,0,0,0,0,0,0
"9269","PLE","27.2.a.2","TLW","DK",0,0,0,0,0,0,0,0,0,0,0.01,0
"9270","PLE","27.2.a.2","TLW","GB",0,0,0,0,0,0,0.1,0,0,0.01,0.01,0
"9271","PLE","27.2.a.2","TLW","IS",0,67,0,0,0,0,0,0,0,0,0,0
"9272","PLE","27.2.a.2","TLW","NO",454.24,493.34,292.34,270.56,312.75,322.57,302.99,436.63,470,0,0,0
"9273","PLZ","27.2.a.2","TLW","NO",0.06,0.24,0.64,2.81,7.73,7.1,7.89,11.9,11,0,0,0
"9274","POA","27.2.a.2","TLW","NO",0.01,0,0,0,0,0,0,0,0,0,0,0
"9275","POK","27.2.a.2","TLW","DE",863.93,0,423.58,0,0,0,0,0,0,0,0,0
"9276","POK","27.2.a.2","TLW","DK",10,3.92,0,0,21.68,0,15.14,1.4,16,8,11,34
"9277","POK","27.2.a.2","TLW","ES",64.82,26.2,31.85,11.81,3.93,3.7,0,0,0,0,0,0
"9278","POK","27.2.a.2","TLW","FR",630.41,515.44,0,0,0,0,0,0,0,0,0,0
"9279","POK","27.2.a.2","TLW","GB",372.85,133.5,398.22,512.95,409.27,1026.5,964,280.9,356.01,418,450.8,0
"9280","POK","27.2.a.2","TLW","GL",385.6,480.9,209.3,399,972,653,445,0,0,0,0,0
"9281","POK","27.2.a.2","TLW","IE",13.78,5.97,0,0,0.04,0,0,0,0,0,0,0
"9282","POK","27.2.a.2","TLW","IS",577,403,218,603,243,103,0,0,0,0,0,0
"9283","POK","27.2.a.2","TLW","NL",0.16,0,0,0,0,0,0,0,0,0,0,0
"9284","POK","27.2.a.2","TLW","NO",98295.54,92517.03,99702.45,99668.07,89389.91,126133.58,125162.98,158788.31,126968,0,0,0
"9285","POK","27.2.a.2","TLW","PL",495.4,519.01,1140.75,0,0,0,0,0,0,0,0,0
"9286","POK","27.2.a.2","TLW","PT",82.43,16.48,10.42,8.23,16.88,7.65,43.55,0,0,0,0,0
"9287","POK","27.2.a.2","TLW","RU",11953,0,0,0,0,0,0,0,0,0,0,0
"9288","POL","27.2.a.2","TLW","DK",0,0,0,0,0,4.74,0,0,0,0,0.01,0
"9289","POL","27.2.a.2","TLW","FR",1.63,0.12,0,0,0,0,0,0,0,0,0,0
"9290","POL","27.2.a.2","TLW","GB",13.25,0,11.54,0.28,1.34,0.6,9.2,0,0,0.02,0,0
"9291","POL","27.2.a.2","TLW","IS",0,0,0,1,0,0,0,0,0,0,0,0
"9292","POL","27.2.a.2","TLW","NO",1398.87,1365.37,1213.77,1147.75,867.07,843.15,993.83,1092.99,1265,0,0,0
"9293","POL","27.2.a.2","TLW","PL",6.18,3.37,6.42,0,0,0,0,0,0,0,0,0
"9294","POR","27.2.a.2","TLW","GB",0,0,0,0,0,0,0,0,0,0,0.01,0
"9295","POR","27.2.a.2","TLW","NO",5.02,4.39,3.59,3.71,7.45,12.31,7.27,9.2,7,0,0,0
"9296","PRA","27.2.a.2","TLW","GL",0,0,0,0,23,0,0,0,0,0,0,0
"9297","PRA","27.2.a.2","TLW","IS",0,344,0,0,0,0,0,0,0,0,0,0
"9298","PRA","27.2.a.2","TLW","NO",645.75,681.61,849.9,854.23,1465.12,1947.93,1194.12,1629.32,927,0,0,0
"9299","REB","27.2.a.2","TLW","DE",1.58,0,0,0,0,0,0,0,0,0,0,0
"9300","REB","27.2.a.2","TLW","DK",0,0,0,0,0,0,0,0,0,0,0.01,0
"9301","REB","27.2.a.2","TLW","ES",0,0,0,0,0.55,1.88,0,0,0,0,0,0
"9302","REB","27.2.a.2","TLW","GL",44.2,0,0,0,0,0,0,0,0,0,0,0
"9303","REB","27.2.a.2","TLW","IS",0,8,4,0,1,15,0,0,0,0,0,0
"9304","REB","27.2.a.2","TLW","NL",0,0,1.1,2.4,0,0,0,0,0,0,0,0
"9305","REB","27.2.a.2","TLW","NO",5101.88,7986.76,10653.15,3196.6,724.88,989.54,762.8,678.1,1636,0,0,0
"9306","REB","27.2.a.2","TLW","PL",80.22,182.51,2.74,0,0,0,0,0,0,0,0,0
"9307","REB","27.2.a.2","TLW","PT",0,0,0,196.29,0,191.23,0,0,0,0,0,0
"9308","REB","27.2.a.2","TLW","RU",3469,0,0,0,0,0,0,0,0,0,0,0
"9309","RED","27.2.a.2","TLW","DE",0,0,20.76,0,0,0,0,0,0,0,0,0
"9310","RED","27.2.a.2","TLW","ES",0.04,0,0.03,0.08,0.57,0,0,0,0,0,0,0
"9311","RED","27.2.a.2","TLW","FR",50.1,130.15,0,0,0,0,0,0,0,0,0,0
"9312","RED","27.2.a.2","TLW","GB",565.71,86.63,93.99,177.88,234.56,33,32.2,93.1,95.5,132,154.7,0
"9313","RED","27.2.a.2","TLW","GL",0,73.6,24.7,18,68,3,0,0,0,0,0,0
"9314","RED","27.2.a.2","TLW","IS",0,20,22,0,0,0,0,0,0,0,0,0
"9315","RED","27.2.a.2","TLW","NL",0,0,0,0,0,2,1,0,0,0,0,0
"9316","RED","27.2.a.2","TLW","PT",357.91,230.93,0.12,0.25,9.11,1.19,4.3,0,0,0,0,0
"9317","RED","27.2.a.2","TLW","RU",559,0,0,0,0,0,0,0,0,0,0,0
"9318","REG","27.2.a.2","TLW","DE",8.77,0,0,0,0,0,0,0,0,0,0,0
"9319","REG","27.2.a.2","TLW","DK",0,0,0,0,1,0,0,0,0,0,0,0
"9320","REG","27.2.a.2","TLW","GL",35.7,0,0,0,0,57,49,0,0,0,0,0
"9321","REG","27.2.a.2","TLW","IE",0,0,0,0,0,1.79,0,0,0,0,0,0
"9322","REG","27.2.a.2","TLW","IS",0,0,0,0,8,13,0,0,0,0,0,0
"9323","REG","27.2.a.2","TLW","NL",1.61,0,0,0.3,0,0,0,0,0,0,0,0
"9324","REG","27.2.a.2","TLW","NO",2901.42,2918.47,2285.58,2912.78,3201.37,4187.68,4533.28,5852.39,4922,0,0,0
"9325","REG","27.2.a.2","TLW","PL",22.32,8.48,12.41,0,0,0,0,0,0,0,0,0
"9326","REG","27.2.a.2","TLW","RU",574,0,0,0,0,0,0,0,0,0,0,0
"9327","RHG","27.2.a.2","TLW","FR",0.04,0,0,0,0,0,0,0,0,0,0,0
"9328","RHG","27.2.a.2","TLW","NO",28.74,35.48,25.7,24.63,33.75,27.87,26.88,27.97,34,0,0,0
"9329","RHG","27.2.a.2","TLW","PT",0,0,0,0,0.03,0,0,0,0,0,0,0
"9330","RJB","27.2.a.2","TLW","GB",0,0,0,0,0,0,0,0,0,1,0,0
"9331","RJB","27.2.a.2","TLW","NO",1.28,1.17,0.57,1.61,1.9,1.66,2.57,2.24,3,0,0,0
"9332","RJC","27.2.a.2","TLW","GB",0,0,0,0,1.02,0,0,0,0.2,0,0,0
"9333","RJC","27.2.a.2","TLW","NL",0,0.1,0,0,0,0,0,0,0,0,0,0
"9334","RJC","27.2.a.2","TLW","NO",0.05,0.04,0.04,0.25,0.21,0.42,0.06,0,0,0,0,0
"9335","RJF","27.2.a.2","TLW","GB",0,0.17,1.67,0,0,0,0,0,0,0,0,0
"9336","RJH","27.2.a.2","TLW","GB",0,0,0,0,0,0,0,0.2,0,0,0,0
"9337","RJN","27.2.a.2","TLW","GB",0,0,0,0,0,0,0.3,0,0,0,0,0
"9338","RJO","27.2.a.2","TLW","NO",0.03,0,0,0,0,0,0,0,0,0,0,0
"9339","RJQ","27.2.a.2","TLW","NO",5.03,0,0,0,0,0,0,0,0,0,0,0
"9340","RNG","27.2.a.2","TLW","FR",0.01,0.04,0,0,0,0,0,0,0,0,0,0
"9341","RNG","27.2.a.2","TLW","GB",0,0,0,0,0,0,0,0,0.1,0,0,0
"9342","RNG","27.2.a.2","TLW","NO",3.54,4.12,4.57,4.23,14.5,2.22,12.21,12.31,8,0,0,0
"9343","RNG","27.2.a.2","TLW","PT",0,0,0,0,0.21,0,0,0,0,0,0,0
"9344","SAL","27.2.a.2","TLW","NO",0.29,0.26,0.45,65.66,102.78,148.66,1.25,171.09,1,0,0,0
"9345","SAN","27.2.a.2","TLW","NO",0.02,0,0.34,0,0.59,0,0,0,0,0,0,0
"9346","SCE","27.2.a.2","TLW","NO",486.65,545.55,555.71,747.8,678.41,675.84,739.38,748.48,748,0,0,0
"9347","SCO","27.2.a.2","TLW","ES",41.39,30.43,0.37,0.1,0.06,0,0,0,0,0,0,0
"9348","SCS","27.2.a.2","TLW","FR",19.3,0,0,0,0,0,0,0,0,0,0,0
"9349","SCX","27.2.a.2","TLW","NO",0.9,0.02,0,0,3.1,3.81,0.05,1.38,0.01,0,0,0
"9350","SFV","27.2.a.2","TLW","IS",0,0,0,1,0,0,0,0,0,0,0,0
"9351","SHO","27.2.a.2","TLW","NO",6.18,1.85,2.34,3.55,13.39,30.99,17.95,13.36,0,0,0,0
"9352","SHR","27.2.a.2","TLW","IS",0,0,274,0,0,0,0,0,0,0,0,0
"9353","SKA","27.2.a.2","TLW","DE",0.27,0,0.39,0,0,0,0,0,0,0,0,0
"9354","SKA","27.2.a.2","TLW","GB",0,0,0,0,0,0,0,0,0,1,1,0
"9355","SKA","27.2.a.2","TLW","GL",0,0.1,0,0,0,1,0,0,0,0,0,0
"9356","SKA","27.2.a.2","TLW","PT",0,0,0,0,0.08,0,0,0,0,0,0,0
"9357","SKA","27.2.a.2","TLW","RU",2,0,0,0,0,0,0,0,0,0,0,0
"9358","SKH","27.2.a.2","TLW","GB",0,0,0,0,0,0,0,0,0,0,0.2,0
"9359","SPR","27.2.a.2","TLW","DK",0,0,0,0,0,0,0,0,0,19,0.01,0
"9360","SPR","27.2.a.2","TLW","NO",0,0,0,0,0,0,0,376.6,975,0,0,0
"9361","SQC","27.2.a.2","TLW","GB",0,0,0.01,0,0.02,0,0.04,0,0,0,0.01,0
"9362","SQE","27.2.a.2","TLW","ES",0,0,0,0,0.03,0,0,0,0,0,0,0
"9363","SQE","27.2.a.2","TLW","IS",0,0,6,0,0,0,0,0,0,0,0,0
"9364","SQE","27.2.a.2","TLW","NO",0.04,0.09,0,0,0.02,0,0,1.04,0.01,0,0,0
"9365","SRA","27.2.a.2","TLW","DE",0.12,0,0,0,0,0,0,0,0,0,0,0
"9366","SRX","27.2.a.2","TLW","DE",0.1,0,0.17,0,0,0,0,0,0,0,0,0
"9367","SRX","27.2.a.2","TLW","NO",100.42,192.47,110.56,101.16,137.22,110.54,192.27,246.83,219,0,0,0
"9368","SWO","27.2.a.2","TLW","NO",0,0.1,0,0,0,0,0,0,0,0,0,0
"9369","TBR","27.2.a.2","TLW","NO",94.62,73.74,71.14,101.97,66.19,67.99,80.78,83.55,4,0,0,0
"9370","TRS","27.2.a.2","TLW","NO",0,0,0,1.49,1.46,2.53,0,7.61,0,0,0,0
