"","fishstock","AssessmentYear","Year","recruitment","high_recruitment","low_recruitment","low_SSB","SSB","high_SSB","catches","landings","discards","low_F","F","high_F","StockPublishNote","Purpose","Fage","recruitment_age","units","stockSizeDescription","stockSizeUnits","fishingPressureDescription","fishingPressureUnits"
"1409","cod.27.5b1",2017,1989,6062,11854,3100,"31099",37235,44581,22068,22068,NA,"0.62","0.76",0.92,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1410","cod.27.5b1",2017,1990,5785,11327,2955,"25042",30928,38196,13692,13692,NA,"0.53","0.66",0.82,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1411","cod.27.5b1",2017,1991,7793,15405,3942,"17441",22016,27789,8750,8750,NA,"0.4","0.51",0.65,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1412","cod.27.5b1",2017,1992,8289,16411,4187,"13254",16615,20829,6396,6396,NA,"0.33","0.42",0.54,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1413","cod.27.5b1",2017,1993,23391,45035,12150,"19880",25407,32471,6107,6107,NA,"0.25","0.32",0.41,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1414","cod.27.5b1",2017,1994,42660,81798,22248,"43800",55852,71220,9046,9046,NA,"0.23","0.3",0.38,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1415","cod.27.5b1",2017,1995,11687,21682,6300,"49576",60334,73428,23045,23045,NA,"0.33","0.4",0.5,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1416","cod.27.5b1",2017,1996,4970,9156,2697,"67916",82137,99336,40422,40422,NA,"0.53","0.64",0.77,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1417","cod.27.5b1",2017,1997,7073,12860,3890,"60891",75189,92845,34304,34304,NA,"0.68","0.81",0.97,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1418","cod.27.5b1",2017,1998,16369,29118,9202,"39625",48902,60350,24005,24005,NA,"0.63","0.75",0.9,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1419","cod.27.5b1",2017,1999,29119,52338,16201,"31035",37472,45243,19245,19245,NA,"0.59","0.71",0.86,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1420","cod.27.5b1",2017,2000,42486,76259,23670,"32179",38201,45351,21833,21833,NA,"0.41","0.51",0.63,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1421","cod.27.5b1",2017,2001,18499,33085,10343,"46845",56177,67368,28577,28577,NA,"0.47","0.57",0.69,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1422","cod.27.5b1",2017,2002,8960,16222,4949,"48325",58186,70058,38834,38834,NA,"0.67","0.8",0.96,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1423","cod.27.5b1",2017,2003,4399,7916,2445,"35833",44089,54249,25167,25167,NA,"0.61","0.73",0.88,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1424","cod.27.5b1",2017,2004,6786,12089,3809,"21516",26057,31556,12840,12840,NA,"0.53","0.64",0.77,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1425","cod.27.5b1",2017,2005,9469,16872,5314,"17724",21080,25072,10119,10119,NA,"0.58","0.7",0.85,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1426","cod.27.5b1",2017,2006,6316,11241,3548,"14169",16707,19700,9844,9844,NA,"0.53","0.65",0.79,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1427","cod.27.5b1",2017,2007,5709,10196,3197,"12339",14594,17261,7511,7511,NA,"0.44","0.54",0.66,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1428","cod.27.5b1",2017,2008,13305,24132,7336,"15081",17976,21427,7315,7315,NA,"0.45","0.55",0.68,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1429","cod.27.5b1",2017,2009,21057,39083,11345,"15991",19074,22753,9979,9979,NA,"0.48","0.58",0.71,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1430","cod.27.5b1",2017,2010,6709,12311,3656,"18394",21981,26267,12757,12757,NA,"0.6","0.73",0.89,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1431","cod.27.5b1",2017,2011,1100,2032,596,"16295",19897,24295,9692,9692,NA,"0.44","0.55",0.68,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1432","cod.27.5b1",2017,2012,2531,4565,1404,"14117",17296,21193,7204,7204,NA,"0.53","0.65",0.81,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1433","cod.27.5b1",2017,2013,8583,15935,4623,"12911",15945,19692,4473,4473,NA,"0.34","0.43",0.55,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1434","cod.27.5b1",2017,2014,2864,5423,1513,"13834",16773,20335,5715,5715,NA,"0.32","0.41",0.52,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1435","cod.27.5b1",2017,2015,5228,10016,2729,"13860",16920,20655,7394,7394,NA,"0.42","0.54",0.7,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1436","cod.27.5b1",2017,2016,7374,18226,2983,"15410",20277,26681,5933,5933,NA,"0.32","0.44",0.6,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1437","cod.27.5b1",2017,2017,12523,66805,2347,"14532",21720,32464,NA,NA,NA,NA,NA,NA,"Stock published","Advice","3-7",1,"tonnes","SSB","tonnes","F","per year"
"1438","cod.27.5b2",2016,1965,NA,NA,NA,NA,NA,NA,2341,2341,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1439","cod.27.5b2",2016,1966,NA,NA,NA,NA,NA,NA,1909,1909,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1440","cod.27.5b2",2016,1967,NA,NA,NA,NA,NA,NA,1569,1569,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1441","cod.27.5b2",2016,1968,NA,NA,NA,NA,NA,NA,3871,3871,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1442","cod.27.5b2",2016,1969,NA,NA,NA,NA,NA,NA,2457,2457,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1443","cod.27.5b2",2016,1970,NA,NA,NA,NA,NA,NA,3002,3002,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1444","cod.27.5b2",2016,1971,NA,NA,NA,NA,NA,NA,2079,2079,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1445","cod.27.5b2",2016,1972,NA,NA,NA,NA,NA,NA,2168,2168,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1446","cod.27.5b2",2016,1973,NA,NA,NA,NA,NA,NA,5101,5101,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1447","cod.27.5b2",2016,1974,NA,NA,NA,NA,NA,NA,2068,2068,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1448","cod.27.5b2",2016,1975,NA,NA,NA,NA,NA,NA,2036,2036,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1449","cod.27.5b2",2016,1976,NA,NA,NA,NA,NA,NA,2258,2258,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1450","cod.27.5b2",2016,1977,NA,NA,NA,NA,NA,NA,959,959,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1451","cod.27.5b2",2016,1978,NA,NA,NA,NA,NA,NA,4379,4379,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1452","cod.27.5b2",2016,1979,NA,NA,NA,NA,NA,NA,1306,1306,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1453","cod.27.5b2",2016,1980,NA,NA,NA,NA,NA,NA,1203,1203,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1454","cod.27.5b2",2016,1981,NA,NA,NA,NA,NA,NA,1229,1229,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1455","cod.27.5b2",2016,1982,NA,NA,NA,NA,NA,NA,2184,2184,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1456","cod.27.5b2",2016,1983,NA,NA,NA,NA,NA,NA,2284,2284,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1457","cod.27.5b2",2016,1984,NA,NA,NA,NA,NA,NA,2189,2189,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1458","cod.27.5b2",2016,1985,NA,NA,NA,NA,NA,NA,2913,2913,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1459","cod.27.5b2",2016,1986,NA,NA,NA,NA,NA,NA,1836,1836,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1460","cod.27.5b2",2016,1987,NA,NA,NA,NA,NA,NA,3409,3409,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1461","cod.27.5b2",2016,1988,NA,NA,NA,NA,NA,NA,2966,2966,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1462","cod.27.5b2",2016,1989,NA,NA,NA,NA,NA,NA,1270,1270,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1463","cod.27.5b2",2016,1990,NA,NA,NA,NA,NA,NA,289,289,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1464","cod.27.5b2",2016,1991,NA,NA,NA,NA,NA,NA,297,297,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1465","cod.27.5b2",2016,1992,NA,NA,NA,NA,NA,NA,154,154,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1466","cod.27.5b2",2016,1993,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1467","cod.27.5b2",2016,1994,NA,NA,NA,NA,NA,NA,725,725,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1468","cod.27.5b2",2016,1995,NA,NA,NA,NA,NA,NA,601,601,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1469","cod.27.5b2",2016,1996,NA,NA,NA,NA,NA,NA,2106,2106,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1470","cod.27.5b2",2016,1997,NA,NA,NA,NA,NA,NA,3594,3594,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1471","cod.27.5b2",2016,1998,NA,NA,NA,NA,NA,NA,3239,3239,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1472","cod.27.5b2",2016,1999,NA,NA,NA,NA,NA,NA,1001,1001,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1473","cod.27.5b2",2016,2000,NA,NA,NA,NA,NA,NA,1194,1194,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1474","cod.27.5b2",2016,2001,NA,NA,NA,NA,NA,NA,1080,1080,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1475","cod.27.5b2",2016,2002,NA,NA,NA,NA,NA,NA,1756,1756,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1476","cod.27.5b2",2016,2003,NA,NA,NA,NA,NA,NA,5676,5676,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1477","cod.27.5b2",2016,2004,NA,NA,NA,NA,NA,NA,3411,3411,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1478","cod.27.5b2",2016,2005,NA,NA,NA,NA,NA,NA,1232,1232,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1479","cod.27.5b2",2016,2006,NA,NA,NA,NA,NA,NA,955,955,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1480","cod.27.5b2",2016,2007,NA,NA,NA,NA,NA,NA,450,450,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1481","cod.27.5b2",2016,2008,NA,NA,NA,NA,NA,NA,218,218,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1482","cod.27.5b2",2016,2009,NA,NA,NA,NA,NA,NA,80,80,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1483","cod.27.5b2",2016,2010,NA,NA,NA,NA,NA,NA,105,105,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1484","cod.27.5b2",2016,2011,NA,NA,NA,NA,NA,NA,370,370,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1485","cod.27.5b2",2016,2012,NA,NA,NA,NA,NA,NA,108,108,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1486","cod.27.5b2",2016,2013,NA,NA,NA,NA,NA,NA,38,38,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1487","cod.27.5b2",2016,2014,NA,NA,NA,NA,NA,NA,38,38,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1488","cod.27.5b2",2016,2015,NA,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1489","cod.27.5b2",2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","Stock Size: Biomass indices","tonnes",NA,NA
"1490","cod.27.6a",2019,1981,11028,13504,8553,"39610",41750,43890,24168,23865,303,"0.618","0.672",0.726,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1491","cod.27.6a",2019,1982,26437,28654,24219,"36780",39023,41267,22082,21511,571,"0.613","0.666",0.719,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1492","cod.27.6a",2019,1983,15317,17666,12968,"32849",34821,36793,21503,21305,197,"0.703","0.761",0.819,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1493","cod.27.6a",2019,1984,27103,29531,24674,"30167",32299,34430,21601,21272,329,"0.797","0.865",0.933,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1494","cod.27.6a",2019,1985,13406,15910,10902,"23805",25558,27312,19570,18607,963,"0.875","0.948",1.021,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1495","cod.27.6a",2019,1986,23663,26415,20911,"19331",20564,21797,12083,11820,263,"0.718","0.783",0.847,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1496","cod.27.6a",2019,1987,57984,70807,45160,"20672",21786,22899,21358,18971,2388,"0.819","0.886",0.953,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1497","cod.27.6a",2019,1988,6830,8802,4857,"26302",27998,29694,20781,20413,368,"0.799","0.864",0.928,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1498","cod.27.6a",2019,1989,24723,28672,20773,"22413",24102,25790,19246,17169,2076,"0.87","0.951",1.031,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1499","cod.27.6a",2019,1990,8515,11103,5927,"17662",19431,21199,12746,12175,571,"0.691","0.785",0.879,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1500","cod.27.6a",2019,1991,13386,16529,10243,"13776",16143,18511,11549,10927,622,"0.692","0.803",0.914,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1501","cod.27.6a",2019,1992,22922,26859,18986,"11664",14020,16376,10865,9086,1779,"0.729","0.848",0.966,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1502","cod.27.6a",2019,1993,9087,10804,7370,"14469",17042,19616,10453,10314,139,"0.714","0.835",0.956,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1503","cod.27.6a",2019,1994,18653,22294,15012,"14856",17693,20530,9588,8928,661,"0.676","0.794",0.911,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1504","cod.27.6a",2019,1995,14871,17690,12051,"15091",18040,20988,9580,9439,141,"0.732","0.851",0.97,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1505","cod.27.6a",2019,1996,6364,8096,4632,"14116",17111,20107,9489,9427,63,"0.83","0.962",1.094,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1506","cod.27.6a",2019,1997,23205,27133,19278,"9727",12106,14486,7533,7034,499,"0.904","1.047",1.191,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1507","cod.27.6a",2019,1998,6608,8441,4774,"8494",10273,12051,6252,5714,538,"0.865","1.002",1.139,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1508","cod.27.6a",2019,1999,4501,5674,3328,"7393",9078,10763,4270,4201,69,"0.919","1.069",1.218,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1509","cod.27.6a",2019,2000,16469,19670,13267,"5070",6338,7606,3798,2977,821,"0.882","1.034",1.187,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1510","cod.27.6a",2019,2001,3566,4474,2659,"5251",6441,7632,2439,2347,92,"0.944","1.091",1.237,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1511","cod.27.6a",2019,2002,7436,9367,5506,"4843",5995,7148,2722,2243,480,"0.952","1.111",1.271,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1512","cod.27.6a",2019,2003,1978,2739,1218,"3516",4510,5504,1275,1241,34,"0.926","1.078",1.229,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1513","cod.27.6a",2019,2004,2947,3979,1916,"2221",2945,3670,612,540,72,"0.841","0.992",1.144,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1514","cod.27.6a",2019,2005,1660,2556,764,"1757",2309,2860,552,511,41,"0.924","1.15",1.376,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1515","cod.27.6a",2019,2006,5291,6673,3909,"1360",1790,2220,954,488,465,"0.855","1.073",1.291,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1516","cod.27.6a",2019,2007,2088,2857,1318,"1937",2299,2661,2474,595,1880,"0.885","1.037",1.189,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1517","cod.27.6a",2019,2008,1424,1906,942,"2076",2488,2899,1377,682,695,"0.773","0.913",1.052,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1518","cod.27.6a",2019,2009,3681,4630,2731,"1794",2124,2454,1353,408,945,"0.76","0.903",1.045,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1519","cod.27.6a",2019,2010,3642,4403,2881,"2029",2385,2741,1344,559,785,"0.728","0.858",0.987,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1520","cod.27.6a",2019,2011,1586,1948,1224,"2383",2769,3156,2124,454,1670,"0.88","1.013",1.146,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1521","cod.27.6a",2019,2012,2407,3170,1644,"2369",2715,3061,1632,466,1166,"0.624","0.734",0.843,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1522","cod.27.6a",2019,2013,4986,6180,3793,"2084",2347,2610,1501,299,1202,"0.527","0.624",0.722,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1523","cod.27.6a",2019,2014,3592,4401,2783,"2641",3042,3443,1668,357,1311,"0.444","0.532",0.62,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1524","cod.27.6a",2019,2015,3337,4091,2584,"3754",4279,4804,1752,770,983,"0.523","0.631",0.739,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1525","cod.27.6a",2019,2016,1282,1694,870,"4091",4642,5192,1745,892,852,"0.456","0.548",0.64,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1526","cod.27.6a",2019,2017,1579,2073,1085,"3658",4196,4734,2363,795,1569,"0.493","0.6",0.707,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1527","cod.27.6a",2019,2018,826,1192,460,"2958",3478,3998,1890,1129,760,"0.542","0.7",0.859,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1528","cod.27.6a",2019,2019,2349,NA,NA,"1744",2357,2970,NA,NA,NA,NA,NA,NA,"Stock published","Advice","2-5",1,"tonnes","SSB","tonnes","F",NA
"1529","cod.27.6b",2017,1984,NA,NA,NA,NA,NA,NA,NA,1023,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1530","cod.27.6b",2017,1985,NA,NA,NA,NA,NA,NA,NA,1973,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1531","cod.27.6b",2017,1986,NA,NA,NA,NA,NA,NA,NA,1600,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1532","cod.27.6b",2017,1987,NA,NA,NA,NA,NA,NA,NA,1298,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1533","cod.27.6b",2017,1988,NA,NA,NA,NA,NA,NA,NA,1886,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1534","cod.27.6b",2017,1989,NA,NA,NA,NA,NA,NA,NA,549,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1535","cod.27.6b",2017,1990,NA,NA,NA,NA,NA,NA,NA,1349,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1536","cod.27.6b",2017,1991,NA,NA,NA,NA,NA,NA,NA,1596,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1537","cod.27.6b",2017,1992,NA,NA,NA,NA,NA,NA,NA,1176,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1538","cod.27.6b",2017,1993,NA,NA,NA,NA,NA,NA,NA,1097,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1539","cod.27.6b",2017,1994,NA,NA,NA,NA,NA,NA,NA,661,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1540","cod.27.6b",2017,1995,NA,NA,NA,NA,NA,NA,NA,1031,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1541","cod.27.6b",2017,1996,NA,NA,NA,NA,NA,NA,NA,775,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1542","cod.27.6b",2017,1997,NA,NA,NA,NA,NA,NA,NA,962,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1543","cod.27.6b",2017,1998,NA,NA,NA,NA,NA,NA,NA,660,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1544","cod.27.6b",2017,1999,NA,NA,NA,NA,NA,NA,NA,659,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1545","cod.27.6b",2017,2000,NA,NA,NA,NA,NA,NA,NA,572,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1546","cod.27.6b",2017,2001,NA,NA,NA,NA,NA,NA,NA,334,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1547","cod.27.6b",2017,2002,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1548","cod.27.6b",2017,2003,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1549","cod.27.6b",2017,2004,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1550","cod.27.6b",2017,2005,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1551","cod.27.6b",2017,2006,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1552","cod.27.6b",2017,2007,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
"1553","cod.27.6b",2017,2008,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes",NA,NA,NA,NA
