StockKeyLabel,FisheriesGuild,F_FMSY,catches,landings,discards,FMSY,F,AssessmentYear,Year,SSB_MSYBtrigger,SSB,MSYBtrigger,Status,total
her.27.20-24,pelagic,1.34193548387097,41058,41058,NA,0.31,0.416,2019,2018,0.494213333333333,74132,150000,RED,244365
her.27.25-2932,pelagic,1.3,244365,244365,NA,0.22,0.286,2019,2018,1.56380166666667,938281,6e+05,RED,244365
her.27.28,pelagic,0.79375,NA,25747,NA,0.32,0.254,2019,2018,1.83636666666667,110182,60000,GREEN,244365
her.27.3031,pelagic,NA,97366,97366,NA,NA,1.744,NA,NA,NA,NA,NA,GREY,244365
