Year,StockKeyLabel,FisheriesGuild,AssessmentYear,F,FMSY,SSB,MSYBtrigger,catches,landings,discards
2005,her.27.3031,pelagic,2019,0.861,NA,1.092,NA,62911,62911,NA
2006,her.27.3031,pelagic,2019,0.924,NA,1.07,NA,71318,71318,NA
2007,her.27.3031,pelagic,2019,1.05,NA,1.026,NA,78678,78678,NA
2004,her.27.3031,pelagic,2019,0.843,NA,1.023,NA,61423,61423,NA
1988,her.27.3031,pelagic,2019,0.711,NA,0.764,NA,36418,36418,NA
1989,her.27.3031,pelagic,2019,0.591,NA,0.913,NA,33086,33086,NA
1990,her.27.3031,pelagic,2019,0.551,NA,1.085,NA,39180,39180,NA
2008,her.27.3031,pelagic,2019,1.021,NA,0.975,NA,67914,67914,NA
2016,her.27.3031,pelagic,2019,1.848,NA,1.101,NA,130029,130029,NA
1980,her.27.3031,pelagic,2019,1.32,NA,0.353,NA,29809,29809,NA
1981,her.27.3031,pelagic,2019,1.004,NA,0.342,NA,21526,21526,NA
2002,her.27.3031,pelagic,2019,0.821,NA,0.995,NA,53969,53969,NA
1983,her.27.3031,pelagic,2019,1.039,NA,0.392,NA,26208,26208,NA
1984,her.27.3031,pelagic,2019,1.09,NA,0.474,NA,34545,34545,NA
1985,her.27.3031,pelagic,2019,0.952,NA,0.562,NA,35432,35432,NA
1982,her.27.3031,pelagic,2019,1.125,NA,0.371,NA,26499,26499,NA
1987,her.27.3031,pelagic,2019,0.746,NA,0.763,NA,32628,32628,NA
1999,her.27.3031,pelagic,2019,1.096,NA,1.073,NA,66502,66502,NA
2000,her.27.3031,pelagic,2019,1.039,NA,0.98,NA,58852,58852,NA
2001,her.27.3031,pelagic,2019,0.987,NA,0.961,NA,57806,57806,NA
2017,her.27.3031,pelagic,2019,1.664,NA,1.047,NA,104358,104358,NA
2018,her.27.3031,pelagic,2019,1.744,NA,0.968,NA,97366,97366,NA
1992,her.27.3031,pelagic,2019,0.562,NA,1.308,NA,46610,46610,NA
1995,her.27.3031,pelagic,2019,0.821,NA,1.335,NA,65547,65547,NA
1986,her.27.3031,pelagic,2019,0.861,NA,0.644,NA,35579,35579,NA
1998,her.27.3031,pelagic,2019,0.993,NA,1.086,NA,62474,62474,NA
1994,her.27.3031,pelagic,2019,0.694,NA,1.513,NA,61986,61986,NA
2012,her.27.3031,pelagic,2019,1.245,NA,1.297,NA,106007,106007,NA
2013,her.27.3031,pelagic,2019,1.394,NA,1.316,NA,114396,114396,NA
1996,her.27.3031,pelagic,2019,0.826,NA,1.324,NA,61303,61303,NA
2011,her.27.3031,pelagic,2019,0.97,NA,1.227,NA,81850,81850,NA
2010,her.27.3031,pelagic,2019,0.901,NA,1.315,NA,72590,72590,NA
1993,her.27.3031,pelagic,2019,0.574,NA,1.301,NA,49314,49314,NA
2009,her.27.3031,pelagic,2019,0.93,NA,1.107,NA,71248,71248,NA
1997,her.27.3031,pelagic,2019,1.016,NA,1.161,NA,69808,69808,NA
1977,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,67,0
1976,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,48,0
1972,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,7,0
1979,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,30,0
1975,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,40,0
1978,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,40,0
1983,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,55,0
2014,bll.27.22-32,benthic,2017,NA,NA,1.3,NA,NA,28,0
1974,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,26,0
1971,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,3,0
1987,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,15,0
1973,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,13,0
2015,bll.27.22-32,benthic,2017,NA,NA,0.85,NA,NA,40,0
1990,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,1,0
2003,bll.27.22-32,benthic,2017,NA,NA,0.36,NA,NA,36,0
2004,bll.27.22-32,benthic,2017,NA,NA,1.11,NA,NA,41,0
1989,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,10,0
1981,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,23,0
1982,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,36,0
2007,bll.27.22-32,benthic,2017,NA,NA,1.13,NA,NA,56,0
1980,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,26,0
1970,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,4,0
1986,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,18,0
2011,bll.27.22-32,benthic,2017,NA,NA,2.79,NA,NA,57,0
1988,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,6,0
2013,bll.27.22-32,benthic,2017,NA,NA,1.36,NA,NA,31,0
2001,bll.27.22-32,benthic,2017,NA,NA,0.55,NA,NA,19,0
2002,bll.27.22-32,benthic,2017,NA,NA,0.3,NA,NA,27,0
1991,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,15,0
2016,bll.27.22-32,benthic,2017,NA,NA,1,NA,NA,39,0
2006,bll.27.22-32,benthic,2017,NA,NA,1.97,NA,NA,56,0
1993,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,35,0
1994,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,63,0
1984,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,15,0
1985,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,17,0
2010,bll.27.22-32,benthic,2017,NA,NA,2.27,NA,NA,82,0
1998,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,22,0
2012,bll.27.22-32,benthic,2017,NA,NA,0.98,NA,NA,31,0
2000,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,28,0
2005,bll.27.22-32,benthic,2017,NA,NA,0.79,NA,NA,62,0
1992,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,28,0
1997,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,26,0
2008,bll.27.22-32,benthic,2017,NA,NA,1.36,NA,NA,105,0
2009,bll.27.22-32,benthic,2017,NA,NA,0.86,NA,NA,92,0
1996,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,62,0
1999,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,25,0
1995,bll.27.22-32,benthic,2017,NA,NA,NA,NA,NA,160,0
2002,cod.27.22-24,demersal,2019,1.334,0.26,25137,21876,25242,20410,0
2003,cod.27.22-24,demersal,2019,1.164,0.26,20519,21876,24126,17205,0
2000,cod.27.22-24,demersal,2019,1.282,0.26,33990,21876,38302,31132,0
1990,cod.27.22-24,demersal,2019,1.149,0.26,12279,21876,14321,12237,0
1989,cod.27.22-24,demersal,2019,1.012,0.26,15794,21876,14878,12795,0
2004,cod.27.22-24,demersal,2019,1.145,0.26,23390,21876,23320,17686,0
1991,cod.27.22-24,demersal,2019,1.3,0.26,9710,21876,15019,12931,0
2001,cod.27.22-24,demersal,2019,1.381,0.26,28683,21876,33657,27781,0
2014,cod.27.22-24,demersal,2019,0.939,0.26,15775,21876,12963,8083,0
2015,cod.27.22-24,demersal,2019,0.882,0.26,17368,21876,13390,8390,0
1995,cod.27.22-24,demersal,2019,1.282,0.26,29086,21876,34743,28310,0
1992,cod.27.22-24,demersal,2019,1.344,0.26,9547,21876,18091,15672,0
1993,cod.27.22-24,demersal,2019,1.18,0.26,13817,21876,14567,11815,0
1994,cod.27.22-24,demersal,2019,1.073,0.26,24937,21876,21344,16642,0
1998,cod.27.22-24,demersal,2019,1.124,0.26,27947,21876,38620,29634,0
1999,cod.27.22-24,demersal,2019,1.331,0.26,33310,21876,43729,35934,0
2013,cod.27.22-24,demersal,2019,1.128,0.26,14076,21876,11811,7697,0
1986,cod.27.22-24,demersal,2019,1.249,0.26,18852,21876,22166,20088,0
1987,cod.27.22-24,demersal,2019,1.144,0.26,17492,21876,23773,21692,0
1988,cod.27.22-24,demersal,2019,1.121,0.26,21628,21876,22755,20672,0
2008,cod.27.22-24,demersal,2019,0.97,0.26,21230,21876,14677,11302,0
2005,cod.27.22-24,demersal,2019,1.082,0.26,26537,21876,25529,18493,0
2006,cod.27.22-24,demersal,2019,0.833,0.26,27471,21876,23113,18503,0
2007,cod.27.22-24,demersal,2019,0.892,0.26,28691,21876,21491,17384,0
2012,cod.27.22-24,demersal,2019,0.872,0.26,16711,21876,12653,8622,0
2009,cod.27.22-24,demersal,2019,1.047,0.26,15546,21876,10313,7313,0
2010,cod.27.22-24,demersal,2019,1.088,0.26,14459,21876,12212,8007,0
2011,cod.27.22-24,demersal,2019,0.971,0.26,13529,21876,12001,9107,0
1997,cod.27.22-24,demersal,2019,1.147,0.26,40762,21876,44477,37077,0
1985,cod.27.22-24,demersal,2019,1.334,0.26,30167,21876,35262,33188,0
2017,cod.27.22-24,demersal,2019,0.561,0.26,11374,21876,5356,3852,0
2019,cod.27.22-24,demersal,2019,NA,0.26,21297,21876,NA,NA,0
2016,cod.27.22-24,demersal,2019,0.8,0.26,13679,21876,9770,6122,0
1996,cod.27.22-24,demersal,2019,1.139,0.26,35958,21876,48791,38505,0
2018,cod.27.22-24,demersal,2019,0.374,0.26,14509,21876,5312,3546,0
1968,cod.27.24-32,demersal,2019,0.9,NA,140536,NA,NA,216353,0
1997,cod.27.24-32,demersal,2019,0.92,NA,62171,NA,NA,88600,0
1972,cod.27.24-32,demersal,2019,0.73,NA,119948,NA,NA,143833,0
2001,cod.27.24-32,demersal,2019,1.03,NA,73925,NA,NA,91328,0
1970,cod.27.24-32,demersal,2019,0.88,NA,128210,NA,NA,198451,0
1971,cod.27.24-32,demersal,2019,0.8,NA,119046,NA,NA,164840,0
1963,cod.27.24-32,demersal,2019,0.8,NA,82716,NA,NA,123047,0
1964,cod.27.24-32,demersal,2019,0.62,NA,89835,NA,NA,97788,0
1969,cod.27.24-32,demersal,2019,0.89,NA,137015,NA,NA,212160,0
2000,cod.27.24-32,demersal,2019,1.04,NA,61539,NA,NA,89289,0
1967,cod.27.24-32,demersal,2019,0.87,NA,134457,NA,NA,195446,0
2009,cod.27.24-32,demersal,2019,0.4,NA,134370,NA,NA,48438,0
1998,cod.27.24-32,demersal,2019,0.88,NA,55596,NA,NA,67428,0
1966,cod.27.24-32,demersal,2019,0.91,NA,114848,NA,NA,177318,0
1974,cod.27.24-32,demersal,2019,0.5,NA,193900,NA,NA,147815,0
1975,cod.27.24-32,demersal,2019,0.51,NA,243042,NA,NA,194649,0
1959,cod.27.24-32,demersal,2019,0.7,NA,98892,NA,NA,126033,0
1999,cod.27.24-32,demersal,2019,0.94,NA,52238,NA,NA,72995,0
1978,cod.27.24-32,demersal,2019,0.34,NA,309156,NA,NA,154009,0
1979,cod.27.24-32,demersal,2019,0.38,NA,406198,NA,NA,227699,0
1980,cod.27.24-32,demersal,2019,0.48,NA,455714,NA,NA,347619,0
1965,cod.27.24-32,demersal,2019,0.6,NA,104057,NA,NA,109809,0
1982,cod.27.24-32,demersal,2019,0.46,NA,445574,NA,NA,316052,0
1983,cod.27.24-32,demersal,2019,0.46,NA,442740,NA,NA,332148,0
1984,cod.27.24-32,demersal,2019,0.61,NA,376271,NA,NA,391952,0
2010,cod.27.24-32,demersal,2019,0.39,NA,135445,NA,NA,50276,0
1973,cod.27.24-32,demersal,2019,0.63,NA,141644,NA,NA,143164,0
1955,cod.27.24-32,demersal,2019,0.49,NA,135899,NA,NA,114415,0
1987,cod.27.24-32,demersal,2019,0.78,NA,150537,NA,NA,207081,0
1976,cod.27.24-32,demersal,2019,0.5,NA,242977,NA,NA,203303,0
1977,cod.27.24-32,demersal,2019,0.41,NA,249828,NA,NA,164792,0
1990,cod.27.24-32,demersal,2019,0.93,NA,90482,NA,NA,153546,0
1991,cod.27.24-32,demersal,2019,1.04,NA,58079,NA,NA,122517,0
1992,cod.27.24-32,demersal,2019,0.55,NA,61425,NA,NA,54882,0
1981,cod.27.24-32,demersal,2019,0.48,NA,420481,NA,NA,331642,0
1994,cod.27.24-32,demersal,2019,0.54,NA,120851,NA,NA,100856,0
1995,cod.27.24-32,demersal,2019,0.55,NA,131360,NA,NA,107718,0
1996,cod.27.24-32,demersal,2019,0.85,NA,92747,NA,NA,124189,0
1953,cod.27.24-32,demersal,2019,0.49,NA,140002,NA,NA,118132,0
1954,cod.27.24-32,demersal,2019,0.53,NA,134379,NA,NA,123947,0
1986,cod.27.24-32,demersal,2019,0.72,NA,194991,NA,NA,252558,0
1956,cod.27.24-32,demersal,2019,0.61,NA,140676,NA,NA,151985,0
1957,cod.27.24-32,demersal,2019,0.75,NA,132041,NA,NA,181366,0
1958,cod.27.24-32,demersal,2019,0.65,NA,116992,NA,NA,136301,0
1960,cod.27.24-32,demersal,2019,0.92,NA,83536,NA,NA,145408,0
1961,cod.27.24-32,demersal,2019,0.74,NA,82647,NA,NA,112034,0
1962,cod.27.24-32,demersal,2019,0.75,NA,84913,NA,NA,115553,0
2005,cod.27.24-32,demersal,2019,0.6,NA,91596,NA,NA,55032,0
2006,cod.27.24-32,demersal,2019,0.67,NA,91172,NA,NA,65531,0
2007,cod.27.24-32,demersal,2019,0.55,NA,88455,NA,NA,50843,0
2008,cod.27.24-32,demersal,2019,0.42,NA,123707,NA,NA,42234,0
1952,cod.27.24-32,demersal,2019,0.67,NA,134205,NA,NA,161103,0
1985,cod.27.24-32,demersal,2019,0.65,NA,281995,NA,NA,315083,0
2014,cod.27.24-32,demersal,2019,0.43,NA,100548,NA,NA,28909,0
2011,cod.27.24-32,demersal,2019,0.44,NA,119244,NA,NA,50368,0
2012,cod.27.24-32,demersal,2019,0.6,NA,96551,NA,NA,51225,0
2013,cod.27.24-32,demersal,2019,0.44,NA,92070,NA,NA,31355,0
2018,cod.27.24-32,demersal,2019,0.21,NA,83754,NA,NA,15907,0
2015,cod.27.24-32,demersal,2019,0.42,NA,123082,NA,NA,38079,0
2016,cod.27.24-32,demersal,2019,0.31,NA,115368,NA,NA,29313,0
2017,cod.27.24-32,demersal,2019,0.27,NA,97284,NA,NA,25496,0
1988,cod.27.24-32,demersal,2019,0.8,NA,143167,NA,NA,194787,0
2019,cod.27.24-32,demersal,2019,NA,NA,66412,NA,NA,NA,0
1951,cod.27.24-32,demersal,2019,0.6,NA,130709,NA,NA,137815,0
1947,cod.27.24-32,demersal,2019,0.52,NA,80827,NA,NA,71831,0
1948,cod.27.24-32,demersal,2019,0.59,NA,104117,NA,NA,107104,0
1989,cod.27.24-32,demersal,2019,0.8,NA,119913,NA,NA,179178,0
1946,cod.27.24-32,demersal,2019,0.41,NA,61032,NA,NA,40985,0
1949,cod.27.24-32,demersal,2019,0.57,NA,112508,NA,NA,112735,0
2003,cod.27.24-32,demersal,2019,0.74,NA,85560,NA,NA,69477,0
1993,cod.27.24-32,demersal,2019,0.35,NA,103948,NA,NA,50711,0
1950,cod.27.24-32,demersal,2019,0.6,NA,118593,NA,NA,124509,0
2002,cod.27.24-32,demersal,2019,0.73,NA,83271,NA,NA,67740,0
2004,cod.27.24-32,demersal,2019,0.76,NA,74394,NA,NA,68578,0
1983,dab.27.22-32,benthic,2017,NA,NA,NA,NA,NA,2334,0
2000,dab.27.22-32,benthic,2017,NA,NA,NA,NA,NA,876,0
2012,dab.27.22-32,benthic,2017,NA,NA,100,NA,2476,1285,0
2013,dab.27.22-32,benthic,2017,NA,NA,99,NA,2842,1384,0
1982,dab.27.22-32,benthic,2017,NA,NA,NA,NA,NA,2209,0
